,0,1,2,3
0,0.7283891766842304,0.5905883659638058,0.6120522275336227,0.5962239998965024
1,0.21088144158357527,0.31809218828328845,0.2636771606272102,0.6127828940380018
2,0.5263050890273073,0.21393327998602224,0.2551346005263264,0.2708676222798803
3,0.09400739024805002,0.009263094392838032,0.005757723201660359,0.0007850276696619748
4,0.6938377915185404,0.41724940423442447,0.43174520945189054,0.36856485961909236
5,0.0,0.0,0.0,0.0
6,0.16629098663965303,0.157510193655778,0.44758228910174075,0.09616298798094214
7,0.0,0.0,0.0,0.0
8,0.36789577476225077,0.5852598614411061,0.33890573152462244,0.7390564861793678
9,0.4656676010312726,0.7492061995499854,0.40284074403796927,0.5352874691919023
10,0.7056124595489878,0.40521954857896425,0.29476460525563475,0.28596370544595034
11,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0
13,0.5445325786966538,0.6331468760782183,0.796226403178702,0.3289430321298161
14,0.756923927072681,0.9354989391232018,0.7571200090390388,0.7304998540057436
15,0.0,0.0,0.0,0.0
